RECID,BIKEMAKE,BIKEMODEL,CAPACITY,FIRSTYEAR,LASTYEAR,BIKETYPE,ENGINETYPE,OE_HANDLEBAR,VTWIN_HANDLEBARS,OE_FCW,OE_RCW,FRONT_BRAKEPADS,REAR_BRAKEPADS,TWINWALL,FATBAR36,BARMOUNT28,RCWCONV,TWINRING,CHAINCONV,R3_CHAIN,RR4_CHAIN,RCWCARRIER,FATBAR,GRIPS,OE_BARMOUNT,BARMOUNT36,FCWCONV,RCWGROUP,OE_CHAIN,R1_CHAIN,R4_CHAIN,CLIPON,FCWGROUP,HANDLEBARS_78
,SUZUKI,RM102,102,2007,2026,,,821-01-BK,,292-520-12GP,,,,,,,,,,,,,,,,,,,,,,,,
