RECID,BIKETYPE,BIKEMAKE,BIKEMODEL,FIRSTYEAR,LASTYEAR,CAPACITY,OE_HANDLEBAR,OE_FCW,OE_RCW,FRONT_BRAKEPADS,REAR_BRAKEPADS,78_HANDLEBARS,TWINWALL,FATBAR,FATBAR36,GRIPS,CAM,OE_BARMOUNT,BARMOUNT28,BARMOUNT36,FCWGROUP,FCWCONV,RCWCONV,RCWGROUP,RCWGROUP_RANGE,TWINRING,OE_CHAIN,CHAINCONV,R1_CHAIN,R3_CHAIN,R4_CHAIN,RR4_CHAIN,CLIPON,RCWCARRIER,ACTIVE_HANDLECOMPARE
10427,1,BMW,F700GS,2013,2016,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10428,1,DUCATI,Panigale 1199 (with D183 Carrier),2014,2014,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10430,1,KTM,690 Duke,2012,2019,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10431,1,SUZUKI,V-Strom 1000,2014,2016,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10432,1,TRIUMPH,Tiger 1050 Sport,2013,2017,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433,1,YAMAHA,MT-07 (USA FZ-07),2014,2020,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434,1,YAMAHA,FZ &FJ-09,2014,2017,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10435,1,KAWASAKI,Z 1000,2014,2017,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10436,1,HONDA,XL 125V Varadero,2001,2013,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437,5,HUSQVARNA,TE 125 4T,2011,2012,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438,1,DUCATI,Monster 620 /S,2004,2006,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10439,1,KAWASAKI,ZG 1400 (GTR 1400),2008,2013,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10440,1,HONDA,CBR 125R,2011,2017,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10441,1,HONDA,CBR 125R,2004,2010,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10442,1,HUSQVARNA,SMS4 125,2011,2011,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10443,2,GAS GAS,Trials Pro 280 TO 300,2002,2004,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10444,2,GAS GAS,Trials Pro 250,2005,2015,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10445,2,GAS GAS,Trials Pro 280 TO 300,2005,2015,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10446,2,GAS GAS,Trials Pro 200,2005,2011,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447,2,GAS GAS,Trials Pro 125(420 CONV.),2005,2015,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10448,2,BETA,200/250/270 REV3,2005,2008,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10449,2,BETA,125 REV3 (520 conv.),2005,2008,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10450,1,APRILIA,RS 125,1992,1996,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10451,1,APRILIA,RS 125,1997,1998,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10452,1,APRILIA,RS 125,1999,1999,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10453,1,APRILIA,RS 125,2006,2011,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10454,1,APRILIA,RS 250,1995,2003,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10455,1,APRILIA,Pegaso (not Strada or Factory),2005,2009,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10456,1,APRILIA,Falco SL 1000,2000,2004,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10457,1,APRILIA,RSV 1000 MILLE/R/SP,1998,2009,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10458,1,APRILIA,RSV 1000R/FACTORY,2004,2009,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10459,2,BETA,200/250/270 TECHNO,1999,1999,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10460,2,BETA,200/250/270 REV3,2000,2002,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10461,2,BETA,200/250/270 REV3,2003,2005,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10462,1,BMW,F650GS,1999,2007,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10463,1,DUCATI,600 SS,1994,1994,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10464,1,DUCATI,600 SS,1995,1998,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10465,1,DUCATI,Monster 600,1994,1994,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10466,1,DUCATI,Monster 600,1995,1997,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10467,1,DUCATI,Monster 600,1998,1999,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10468,1,DUCATI,Monster 620 /S,2002,2003,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10469,1,DUCATI,M620/M620S/M620 DARK,2003,2003,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10470,1,DUCATI,620 Sport,2003,2003,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10471,1,DUCATI,Multistrada 620 /DARK,2005,2006,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10472,1,DUCATI,748/S (with D181 Carrier),1995,2002,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10473,1,DUCATI,748/SP/SPS (with D181 Carrier),1995,1998,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10474,1,DUCATI,748 R (with D181 Carrier),2001,2002,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10475,1,DUCATI,749,2003,2006,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10476,1,DUCATI,749/749S,2003,2003,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10477,1,DUCATI,749/749S,2004,2006,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10478,1,DUCATI,750 SS,1991,1998,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10479,1,DUCATI,750 SS,1999,2002,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10480,1,DUCATI,800 Sport/SS,2003,2006,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10481,1,DUCATI,Monster M750,1996,1997,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10482,1,DUCATI,Monster M750,1998,2002,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10483,1,DUCATI,Monster M750 DARK,2002,2002,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10484,1,DUCATI,Monster M800,2003,2004,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10485,1,DUCATI,Monster 1000 S2R (with D181 Carrier),2005,2005,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10486,1,DUCATI,Monster 1000 S2R (with D181 Carrier),2006,2008,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10487,1,DUCATI,851 Strada,1991,1994,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10488,1,DUCATI,888 Strada/SP,1991,1994,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10489,1,DUCATI,900 SS,1990,1990,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10490,1,DUCATI,900 SS,1991,1997,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10491,1,DUCATI,900 SS,1998,2002,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10492,1,DUCATI,1000 SS,2003,2003,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10493,1,DUCATI,1000 SS,2004,2005,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10494,1,DUCATI,Superlight 900,1992,1998,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10495,1,DUCATI,Monster 900,1994,1999,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10496,1,DUCATI,Monster 900,2000,2000,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10497,1,DUCATI,Monster M1000/S,2003,2004,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498,1,DUCATI,916/996 (with D181 Carrier),1994,2001,916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10499,1,DUCATI,998 (with D181 Carrier),2002,2003,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10500,1,DUCATI,999,2003,2006,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501,1,DUCATI,ST2,1997,2003,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502,1,DUCATI,ST3,2004,2007,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503,1,DUCATI,ST4/ST4S,1999,2001,916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10504,1,DUCATI,ST4,2002,2003,916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505,1,DUCATI,Monster S4,2001,2003,916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506,1,DUCATI,Monster S4R (with D181 Carrier),2004,2006,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507,1,DUCATI,Multistrada 1000 DS (with D181 Carrier),2003,2006,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508,1,DUCATI,1000 Sport /S/Paul Smart,2006,2006,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509,1,DUCATI,1000 GT,2006,2010,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10510,2,GAS GAS,125/160/200 Trials,1992,2001,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10511,2,GAS GAS,Trials Pro 200,2002,2004,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10512,2,GAS GAS,249 TO 320 Trials,1989,2001,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10513,1,DUCATI,STS4/ABS,2002,2005,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10514,2,GAS GAS,EC 125 Enduro,1997,1998,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10515,2,GAS GAS,EC 125 Enduro,1999,2009,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10516,2,GAS GAS,EC 200 Enduro,2003,2015,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10517,1,HONDA,CBR 600RR (Race Use),2010,2014,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10518,1,HONDA,CBR 600RR (Race Use),2009,2009,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10519,1,HONDA,CBR 600RR (Race Use),2007,2008,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10520,2,KTM,350 XC-F,2014,2015,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10521,2,KTM,250 XC-F,2014,2015,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10522,1,YAMAHA,MT-09 Tracer & GT,2015,2019,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10523,1,HONDA,XL 700V,2008,2013,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10524,1,KTM,125 Duke,2014,2024,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10525,1,KTM,200 Duke,2014,2014,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10526,1,SUZUKI,GSX-S1000 & F,2015,2017,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10528,1,BMW,S1000RR Sport (Cast wheel),2015,2015,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10529,1,BMW,S1000XR (Cast wheel),2015,2019,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10530,1,DUCATI,Scrambler 802,2015,2017,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10531,1,DUCATI,Hypermotard 821 (with D181 Carrier),2015,2017,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10532,1,DUCATI,Monster 821,2014,2016,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10533,1,DUCATI,Panigale 1299 & S,2015,2015,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10534,1,HONDA,CBR 300R,2014,2016,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10535,1,HONDA,CB 650F,2014,2018,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10536,1,HONDA,CBR 650F,2014,2018,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10537,1,HONDA,NC 750X,2014,2022,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10538,1,HONDA,NC 750S,2014,2018,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10539,1,KAWASAKI,Z 250SL / Ninja 250SL,2015,2017,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10540,1,KAWASAKI,Z 300,2015,2017,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10541,1,KAWASAKI,Vulcan S (650),2015,2025,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10542,5,KTM,450 SMR,2008,2014,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10543,1,KTM,1050 Adventure,2015,2016,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10544,1,YAMAHA,MT-125,2015,2023,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10545,1,YAMAHA,YZF-R3,2015,2025,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10546,1,YAMAHA,YZF-R1 & M,2015,2024,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10547,1,APRILIA,RSV4 1000 RF,2015,2017,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10548,1,TRIUMPH,Tiger 800 XCx & XRx,2015,2017,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10549,1,TRIUMPH,Daytona 675,2015,2015,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10550,1,YAMAHA,YZF-R6,2015,2016,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10551,1,HONDA,CBR 1000RR,2015,2016,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10552,1,SUZUKI,GSX-R600,2015,2024,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10553,1,TRIUMPH,Street Triple 675,2015,2015,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10554,1,HONDA,CB 1000R / ABS,2015,2017,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10555,1,SUZUKI,GSX-R1000,2015,2016,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10556,1,HONDA,CBR 600RR ABS,2015,2015,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10557,1,APRILIA,RSV4/RSV4 Factory,2015,2020,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10558,1,KAWASAKI,Z 1000SX,2015,2016,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10559,1,KAWASAKI,ZX 1000 (ZX-10R),2015,2015,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10560,1,SUZUKI,GSX-R750,2015,2016,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10561,1,DUCATI,Streetfighter 848 (with D181 Carrier),2015,2015,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10562,1,KAWASAKI,ZX 1400F (ZX-14R / ZZR),2016,2023,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10563,1,KAWASAKI,ZX 636 (ZX-6R),2015,2017,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10564,1,TRIUMPH,Daytona 675 R,2015,2016,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10565,1,BMW,S1000R / S1000R Sport (Cast wheel) (to April 17),2015,2019,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10567,1,DUCATI,Monster 1200 S,2015,2017,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10569,1,YAMAHA,XSR 700,2015,2019,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570,1,YAMAHA,MT-09 (USA FZ-09),2014,2020,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10572,1,HONDA,CBR 600RR ABS (Race Use),2015,2015,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10573,2,YAMAHA,YZ 450F,2014,2014,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10574,5,RIEJU,MRT450,2014,2014,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10575,1,DUCATI,Monster 600,2000,2001,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10576,1,DUCATI,996R (with D181 Carrier),2001,2001,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10577,1,HONDA,XL 1000 Varadero,2004,2013,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10578,1,HONDA,CB 1100,2013,2014,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10579,1,HONDA,CB 1300F/S ABS,2003,2013,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10580,1,HONDA,CBR 900RR,1996,1997,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10581,1,HONDA,VFR 800,2006,2011,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10582,1,HONDA,CBR 600RR,2003,2004,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583,1,KAWASAKI,Z 1000,2010,2011,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10584,1,KAWASAKI,ZR 1100 (Zephyr),1992,1995,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10585,2,YAMAHA,YZ 450F,2016,2017,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10586,1,KAWASAKI,ZX 900 (ZX-9R),1994,1995,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10588,1,KAWASAKI,ZR 750 (Z750),2004,2007,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10589,1,KAWASAKI,Versys 650,2007,2014,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10590,1,KTM,1290 Super Adventure / R / S,2015,2017,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10591,1,KTM,125 RC,2014,2019,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10593,1,KTM,390 RC,2014,2015,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10594,1,KTM,390 Duke,2014,2015,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10595,1,KTM,990 Supermoto /ABS,2010,2012,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10596,1,KTM,990 Supermoto & R,2008,2009,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10597,1,SUZUKI,GSX-R1000,2001,2002,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10598,1,SUZUKI,GSX-R1000,2003,2003,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10599,1,SUZUKI,GSX-R1000,2009,2011,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10600,1,SUZUKI,GSF 1250S/SA Bandit,2007,2011,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10601,1,SUZUKI,GSX 1300R Hayabusa,2008,2012,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10602,1,SUZUKI,GSX-R750,2004,2005,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10603,1,SUZUKI,SV 650,1999,2002,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10604,1,SUZUKI,SV 650S,1999,2002,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10605,1,SUZUKI,GSX-R600,2001,2003,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10606,1,SUZUKI,GSF 600/S Bandit,1995,1999,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10608,1,TRIUMPH,Speed Triple 1050 R,2013,2015,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10609,1,TRIUMPH,Speed Triple 1050,2013,2016,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10610,1,TRIUMPH,Sprint 1050 ST/ ABS,2006,2009,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10611,1,TRIUMPH,Speed Triple 1050,2008,2010,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10612,1,TRIUMPH,Speed Triple 1050,2005,2006,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10613,1,TRIUMPH,Speed Triple 1050,2007,2007,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10614,1,TRIUMPH,Daytona 675,2006,2008,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10615,1,TRIUMPH,Daytona 675,2009,2012,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10616,1,TRIUMPH,Daytona 675 R,2006,2010,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10617,1,TRIUMPH,Daytona 675 R,2011,2012,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10618,1,TRIUMPH,Street Triple 675,2013,2014,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10619,1,TRIUMPH,Street Triple 675 R to VIN 560476,2013,2014,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10620,1,YAMAHA,YZF-R1,2004,2006,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10621,1,YAMAHA,YZF-R6,2008,2014,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10622,1,YAMAHA,XT 660X,2004,2014,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10623,1,YAMAHA,MT-01,2007,2011,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10624,1,DUCATI,Monster 900,2001,2002,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10625,2,MONTESA,Cota 4RT,2012,2012,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10626,2,MONTESA,Cota 4RT,2014,2021,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10627,2,SUZUKI,RM-Z 450,2015,2017,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10628,1,SUZUKI,DR 650SE,1997,2009,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10629,2,KTM,450 SX-F,2016,2019,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10630,2,KTM,350 SX-F,2016,2017,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10631,2,KTM,250 SX-F,2016,2018,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10632,2,KTM,250 SX,2016,2019,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10634,2,KTM,125 SX,2016,2017,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10635,2,KAWASAKI,KX 450F,2016,2018,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10636,2,KAWASAKI,KX 250F,2016,2019,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10637,2,HUSQVARNA,TC 125,2016,2016,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10638,2,HUSQVARNA,TC 250,2016,2016,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10639,2,HUSQVARNA,FC 450,2016,2016,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10640,2,HUSQVARNA,FC 350,2016,2016,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10641,2,HUSQVARNA,FC 250,2016,2016,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10644,2,HUSQVARNA,TE 125,2016,2016,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10645,2,HUSQVARNA,FE 501 & S,2016,2016,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10646,2,HUSQVARNA,FE 450,2016,2016,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10647,2,HUSQVARNA,FE 350,2016,2016,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10648,2,HUSQVARNA,FE 250,2016,2016,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10649,1,TRIUMPH,Bonneville T100 (OE 520 Chain),2015,2015,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10650,1,TRIUMPH,Thruxton 865 (OE 520 Chain),2015,2017,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10651,1,TRIUMPH,Scrambler 865 (OE 520 Chain),2015,2015,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10652,1,TRIUMPH,Speedmaster (OE 520 Chain),2015,2015,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10653,1,TRIUMPH,Bonneville America (OE 520 Chain),2015,2015,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10654,1,YAMAHA,YZF-R 125,2015,2018,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10655,1,HUSQVARNA,FS 450,2015,2015,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10656,2,T M RACING,MX 144,2008,2013,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10657,2,T M RACING,MX 300,2001,2013,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10658,2,T M RACING,MX 530 F,2004,2013,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10659,2,T M RACING,EN 250 F Enduro,2002,2010,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10660,2,T M RACING,MX 250 F,2002,2009,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10661,2,T M RACING,MX 250,2001,2013,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662,2,T M RACING,EN 250 Enduro,1999,2013,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10663,1,YAMAHA,FZ1/Fazer / FZ1 ABS,2010,2015,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10664,2,SHERCO,250 2.5 Trials 2.5,2002,2012,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665,2,SHERCO,290 2.9 Trials 2.9,2002,2012,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10666,2,SHERCO,320 3.2 Trials 3.2,2005,2011,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10667,2,SHERCO,125 1.25 Trials 125cc,2006,2012,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10668,2,SHERCO,450 SE 4.5 i Enduro 4.5i,2004,2011,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10669,2,SHERCO,510 SE 5.1 i F Enduro 5.1iF,2006,2011,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10670,2,SHERCO,250 2.5 i Enduro 2.5i,2008,2011,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10671,2,SHERCO,300 SE 3.0 i Enduro SE 3.0i,2010,2011,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672,2,SHERCO,250 SE 250 iR Enduro,2012,2012,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
